target,t_acc,query,q_acc,evalue,score,sample,contig,query_type
3300009163_assembled_Ga0114970_10000439_25,-,MCP_3,-,1.2e-37,126.8,all,3300009163_assembled_Ga0114970_10000439,MCP
3300009091_assembled_Ga0102851_10000522_2,-,MCP_3,-,1.6e-37,126.4,all,3300009091_assembled_Ga0102851_10000522,MCP
3300010354_assembled_Ga0129333_10000799_16,-,MCP_3,-,2.8e-37,125.6,all,3300010354_assembled_Ga0129333_10000799,MCP
3300027708_assembled_Ga0209188_1000973_21,-,MCP_3,-,7.5e-37,124.2,all,3300027708_assembled_Ga0209188_1000973,MCP
3300029911_assembled_Ga0311361_10011007_2,-,MCP_3,-,1.4e-36,123.3,all,3300029911_assembled_Ga0311361_10011007,MCP
3300009500_assembled_Ga0116229_10007006_18,-,MCP_3,-,4.4e-36,121.6,all,3300009500_assembled_Ga0116229_10007006,MCP
3300009180_assembled_Ga0114979_10000767_5,-,MCP_3,-,1.6e-35,119.7,all,3300009180_assembled_Ga0114979_10000767,MCP
OL828819.1_19,-,MCP_3,-,1.7e-35,119.7,all,OL828819.1,MCP
3300027769_assembled_Ga0209770_10000312_16,-,MCP_3,-,5.1e-35,118.1,all,3300027769_assembled_Ga0209770_10000312,MCP
3300024254_assembled_Ga0247661_1000063_8,-,MCP_3,-,4.1e-34,115.1,all,3300024254_assembled_Ga0247661_1000063,MCP
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_13,-,MCP_3,-,3.7e-33,112,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,MCP
3300002835_assembled_B570J40625_100004419_14,-,MCP_3,-,3.8e-33,111.9,all,3300002835_assembled_B570J40625_100004419,MCP
3300010885_assembled_Ga0133913_10015411_6,-,MCP_3,-,6.1e-33,111.2,all,3300010885_assembled_Ga0133913_10015411,MCP
3300013094_assembled_Ga0164297_10001420_17,-,MCP_3,-,1e-32,110.5,all,3300013094_assembled_Ga0164297_10001420,MCP
3300009548_assembled_Ga0116107_1001113_14,-,MCP_3,-,1.6e-32,109.9,all,3300009548_assembled_Ga0116107_1001113,MCP
3300032770_assembled_Ga0335085_10008907_19,-,MCP_3,-,2.3e-32,109.4,all,3300032770_assembled_Ga0335085_10008907,MCP
3300010885_assembled_Ga0133913_10010443_8,-,MCP_3,-,4.3e-32,108.4,all,3300010885_assembled_Ga0133913_10010443,MCP
3300010885_assembled_Ga0133913_10008183_1,-,MCP_3,-,7.6e-32,107.6,all,3300010885_assembled_Ga0133913_10008183,MCP
3300027973_assembled_Ga0209298_10000424_9,-,MCP_3,-,1.1e-31,107.1,all,3300027973_assembled_Ga0209298_10000424,MCP
3300010885_assembled_Ga0133913_10007194_15,-,MCP_3,-,1.1e-31,107.1,all,3300010885_assembled_Ga0133913_10007194,MCP
3300027793_assembled_Ga0209972_10000880_22,-,MCP_3,-,1.9e-31,106.3,all,3300027793_assembled_Ga0209972_10000880,MCP
3300002091_assembled_JGI24028J26656_1000152_13,-,MCP_3,-,9.5e-31,104,all,3300002091_assembled_JGI24028J26656_1000152,MCP
KC556925.1_13,-,MCP_3,-,1.6e-30,103.3,all,KC556925.1,MCP
3300007734_assembled_Ga0104986_1721_23,-,MCP_3,-,1.1e-29,100.5,all,3300007734_assembled_Ga0104986_1721,MCP
3300025646_assembled_Ga0208161_1000494_20,-,MCP_3,-,1.8e-29,99.8,all,3300025646_assembled_Ga0208161_1000494,MCP
3300010885_assembled_Ga0133913_10008424_3,-,MCP_3,-,2.3e-29,99.4,all,3300010885_assembled_Ga0133913_10008424,MCP
3300021168_assembled_Ga0210406_10003258_8,-,MCP_3,-,5.6e-29,98.1,all,3300021168_assembled_Ga0210406_10003258,MCP
3300009183_assembled_Ga0114974_10001000_14,-,MCP_3,-,1.4e-28,96.8,all,3300009183_assembled_Ga0114974_10001000,MCP
3300027769_assembled_Ga0209770_10000312_15,-,MCP_3,-,2e-28,96.3,all,3300027769_assembled_Ga0209770_10000312,MCP
3300035696_assembled_Ga0374055_0049619_20,-,MCP_3,-,4e-28,95.3,all,3300035696_assembled_Ga0374055_0049619,MCP
3300009181_assembled_Ga0114969_10001288_4,-,MCP_3,-,6.8e-28,94.6,all,3300009181_assembled_Ga0114969_10001288,MCP
KJ854379.1_18,-,MCP_3,-,1.2e-27,93.8,all,KJ854379.1,MCP
3300006916_assembled_Ga0070750_10000267_4,-,MCP_3,-,3e-27,92.4,all,3300006916_assembled_Ga0070750_10000267,MCP
3300010885_assembled_Ga0133913_10009566_22,-,MCP_3,-,4.9e-27,91.7,all,3300010885_assembled_Ga0133913_10009566,MCP
3300025401_assembled_Ga0207955_1000104_9,-,MCP_3,-,5.5e-27,91.6,all,3300025401_assembled_Ga0207955_1000104,MCP
3300010885_assembled_Ga0133913_10009934_10,-,MCP_3,-,9.7e-27,90.7,all,3300010885_assembled_Ga0133913_10009934,MCP
3300009183_assembled_Ga0114974_10000518_25,-,MCP_3,-,1.2e-26,90.5,all,3300009183_assembled_Ga0114974_10000518,MCP
3300025838_assembled_Ga0208872_1000426_5,-,MCP_3,-,1.9e-26,89.8,all,3300025838_assembled_Ga0208872_1000426,MCP
3300005582_assembled_Ga0049080_10000091_17,-,MCP_3,-,2.3e-26,89.5,all,3300005582_assembled_Ga0049080_10000091,MCP
3300017963_assembled_Ga0180437_10003822_12,-,MCP_3,-,4e-26,88.7,all,3300017963_assembled_Ga0180437_10003822,MCP
3300025736_assembled_Ga0207997_1001135_10,-,MCP_3,-,6.3e-26,88.1,all,3300025736_assembled_Ga0207997_1001135,MCP
3300009154_assembled_Ga0114963_10000587_15,-,MCP_3,-,1.4e-25,86.9,all,3300009154_assembled_Ga0114963_10000587,MCP
3300010885_assembled_Ga0133913_10013167_20,-,MCP_3,-,2.6e-25,86,all,3300010885_assembled_Ga0133913_10013167,MCP
3300005747_assembled_Ga0076924_1015279_11,-,MCP_3,-,3.2e-25,85.7,all,3300005747_assembled_Ga0076924_1015279,MCP
3300006109_assembled_Ga0007870_1000162_16,-,MCP_3,-,4e-25,85.4,all,3300006109_assembled_Ga0007870_1000162,MCP
3300021438_assembled_Ga0213920_1000796_16,-,MCP_3,-,7.4e-25,84.5,all,3300021438_assembled_Ga0213920_1000796,MCP
3300017971_assembled_Ga0180438_10003911_13,-,MCP_3,-,5.1e-24,81.7,all,3300017971_assembled_Ga0180438_10003911,MCP
3300019487_assembled_Ga0187893_10009394_18,-,MCP_3,-,6.3e-24,81.5,all,3300019487_assembled_Ga0187893_10009394,MCP
3300010334_assembled_Ga0136644_10000572_31,-,MCP_3,-,6.6e-24,81.4,all,3300010334_assembled_Ga0136644_10000572,MCP
3300009684_assembled_Ga0114958_10000782_25,-,MCP_3,-,7.1e-24,81.3,all,3300009684_assembled_Ga0114958_10000782,MCP
3300010885_assembled_Ga0133913_10011015_6,-,MCP_3,-,8.8e-24,81,all,3300010885_assembled_Ga0133913_10011015,MCP
3300014492_assembled_Ga0182013_10004328_13,-,MCP_3,-,1.3e-23,80.4,all,3300014492_assembled_Ga0182013_10004328,MCP
3300007735_assembled_Ga0104988_10753_21,-,MCP_3,-,4.6e-23,78.6,all,3300007735_assembled_Ga0104988_10753,MCP
3300028413_assembled_Ga0306870_1000093_9,-,MCP_3,-,8.9e-23,77.7,all,3300028413_assembled_Ga0306870_1000093,MCP
3300009184_assembled_Ga0114976_10000413_2,-,MCP_3,-,9.1e-23,77.6,all,3300009184_assembled_Ga0114976_10000413,MCP
3300010885_assembled_Ga0133913_10013256_19,-,MCP_3,-,1.1e-22,77.4,all,3300010885_assembled_Ga0133913_10013256,MCP
3300007541_assembled_Ga0099848_1000221_17,-,MCP_3,-,1.2e-22,77.2,all,3300007541_assembled_Ga0099848_1000221,MCP
3300017971_assembled_Ga0180438_10002894_8,-,MCP_3,-,1.3e-22,77.1,all,3300017971_assembled_Ga0180438_10002894,MCP
3300010885_assembled_Ga0133913_10012712_4,-,MCP_3,-,1.7e-22,76.7,all,3300010885_assembled_Ga0133913_10012712,MCP
3300027763_assembled_Ga0209088_10000481_6,-,MCP_3,-,2.2e-22,76.4,all,3300027763_assembled_Ga0209088_10000481,MCP
3300009068_assembled_Ga0114973_10000749_13,-,MCP_3,-,2.6e-22,76.1,all,3300009068_assembled_Ga0114973_10000749,MCP
3300018022_assembled_Ga0187864_10002390_17,-,MCP_3,-,5.4e-22,75.1,all,3300018022_assembled_Ga0187864_10002390,MCP
3300032893_assembled_Ga0335069_10005211_21,-,MCP_3,-,8.1e-22,74.5,all,3300032893_assembled_Ga0335069_10005211,MCP
3300009068_assembled_Ga0114973_10000639_13,-,MCP_3,-,9.4e-22,74.3,all,3300009068_assembled_Ga0114973_10000639,MCP
3300009181_assembled_Ga0114969_10000735_6,-,MCP_3,-,1.6e-21,73.5,all,3300009181_assembled_Ga0114969_10000735,MCP
3300025487_assembled_Ga0208105_1000377_1,-,MCP_3,-,9.1e-21,71,all,3300025487_assembled_Ga0208105_1000377,MCP
KM502591.1_19,-,MCP_3,-,1.4e-20,70.4,all,KM502591.1,MCP
3300009151_assembled_Ga0114962_10001691_9,-,MCP_3,-,1.6e-20,70.2,all,3300009151_assembled_Ga0114962_10001691,MCP
3300023174_assembled_Ga0214921_10004023_19,-,MCP_3,-,2.4e-20,69.6,all,3300023174_assembled_Ga0214921_10004023,MCP
3300009085_assembled_Ga0105103_10000772_2,-,MCP_3,-,2.6e-20,69.5,all,3300009085_assembled_Ga0105103_10000772,MCP
3300009111_assembled_Ga0115026_10000109_6,-,MCP_3,-,4.8e-20,68.6,all,3300009111_assembled_Ga0115026_10000109,MCP
3300010158_assembled_Ga0114960_10000772_23,-,MCP_3,-,2.7e-19,66.1,all,3300010158_assembled_Ga0114960_10000772,MCP
3300002835_assembled_B570J40625_100005612_17,-,MCP_3,-,6.7e-19,64.8,all,3300002835_assembled_B570J40625_100005612,MCP
3300010885_assembled_Ga0133913_10012256_4,-,MCP_3,-,1.2e-18,64,all,3300010885_assembled_Ga0133913_10012256,MCP
3300010413_assembled_Ga0136851_10008908_2,-,MCP_3,-,2e-18,63.3,all,3300010413_assembled_Ga0136851_10008908,MCP
3300002835_assembled_B570J40625_100006411_3,-,MCP_3,-,2.1e-18,63.2,all,3300002835_assembled_B570J40625_100006411,MCP
3300009151_assembled_Ga0114962_10001373_20,-,MCP_3,-,3.7e-18,62.4,all,3300009151_assembled_Ga0114962_10001373,MCP
3300005831_assembled_Ga0074471_10193221_21,-,MCP_3,-,7.2e-18,61.4,all,3300005831_assembled_Ga0074471_10193221,MCP
3300007540_assembled_Ga0099847_1000087_17,-,MCP_3,-,7.4e-18,61.4,all,3300007540_assembled_Ga0099847_1000087,MCP
3300010413_assembled_Ga0136851_10008908_3,-,MCP_3,-,1.3e-17,60.6,all,3300010413_assembled_Ga0136851_10008908,MCP
3300010885_assembled_Ga0133913_10017077_19,-,MCP_3,-,1.5e-16,57,all,3300010885_assembled_Ga0133913_10017077,MCP
Cflag_017B_11,-,MCP_3,-,4.1e-16,55.6,all,Cflag_017B,MCP
3300009151_assembled_Ga0114962_10000818_11,-,MCP_3,-,5.2e-16,55.3,all,3300009151_assembled_Ga0114962_10000818,MCP
3300007734_assembled_Ga0104986_1721_22,-,MCP_3,-,6.3e-16,55,all,3300007734_assembled_Ga0104986_1721,MCP
3300027777_assembled_Ga0209829_10000789_16,-,MCP_3,-,1.8e-15,53.5,all,3300027777_assembled_Ga0209829_10000789,MCP
3300009151_assembled_Ga0114962_10000842_12,-,MCP_3,-,3.3e-15,52.7,all,3300009151_assembled_Ga0114962_10000842,MCP
HQ712116.1_18,-,MCP_4,-,8.2e-231,764.6,all,HQ712116.1,MCP
BVI_055B_3,-,MCP_4,-,1e-230,764.3,all,BVI_055B,MCP
Cflag_017B_11,-,MCP_4,-,3.2e-229,759.4,all,Cflag_017B,MCP
RCC970_016A_6,-,MCP_4,-,1.6e-212,704.3,all,RCC970_016A,MCP
BVI_001A_3,-,MCP_4,-,1.7e-138,459.8,all,BVI_001A,MCP
E4-10_001_11,-,MCP_4,-,6.1e-105,349,all,E4-10_001,MCP
BVI_058_13,-,MCP_4,-,1.6e-104,347.6,all,BVI_058,MCP
JN603370.1_20,-,MCP_4,-,4.6e-37,124.9,all,JN603370.1,MCP
3300009091_assembled_Ga0102851_10000522_2,-,MCP_4,-,5.1e-37,124.8,all,3300009091_assembled_Ga0102851_10000522,MCP
MG807318.2_12,-,MCP_4,-,1.5e-34,116.6,all,MG807318.2,MCP
3300009180_assembled_Ga0114979_10000767_5,-,MCP_4,-,1.7e-34,116.4,all,3300009180_assembled_Ga0114979_10000767,MCP
3300009500_assembled_Ga0116229_10007006_18,-,MCP_4,-,2.3e-33,112.7,all,3300009500_assembled_Ga0116229_10007006,MCP
3300017971_assembled_Ga0180438_10003911_13,-,MCP_4,-,1.7e-31,106.5,all,3300017971_assembled_Ga0180438_10003911,MCP
3300019487_assembled_Ga0187893_10009394_18,-,MCP_4,-,3.1e-31,105.7,all,3300019487_assembled_Ga0187893_10009394,MCP
3300017963_assembled_Ga0180437_10003822_12,-,MCP_4,-,7.1e-31,104.5,all,3300017963_assembled_Ga0180437_10003822,MCP
KM502591.1_19,-,MCP_4,-,9.2e-31,104.1,all,KM502591.1,MCP
3300005582_assembled_Ga0049080_10000091_17,-,MCP_4,-,1.1e-29,100.6,all,3300005582_assembled_Ga0049080_10000091,MCP
3300010885_assembled_Ga0133913_10015411_6,-,MCP_4,-,1.3e-29,100.3,all,3300010885_assembled_Ga0133913_10015411,MCP
3300010885_assembled_Ga0133913_10013256_19,-,MCP_4,-,2.9e-29,99.1,all,3300010885_assembled_Ga0133913_10013256,MCP
3300027793_assembled_Ga0209972_10000880_22,-,MCP_4,-,8.5e-29,97.6,all,3300027793_assembled_Ga0209972_10000880,MCP
3300009160_assembled_Ga0114981_10001519_6,-,MCP_4,-,1.8e-28,96.6,all,3300009160_assembled_Ga0114981_10001519,MCP
OL828819.1_19,-,MCP_4,-,2e-28,96.4,all,OL828819.1,MCP
3300010885_assembled_Ga0133913_10009135_7,-,MCP_4,-,2.3e-28,96.2,all,3300010885_assembled_Ga0133913_10009135,MCP
3300027769_assembled_Ga0209770_10000312_16,-,MCP_4,-,2.5e-28,96.1,all,3300027769_assembled_Ga0209770_10000312,MCP
KJ854379.1_18,-,MCP_4,-,3.8e-28,95.5,all,KJ854379.1,MCP
3300025646_assembled_Ga0208161_1000494_20,-,MCP_4,-,4.9e-28,95.1,all,3300025646_assembled_Ga0208161_1000494,MCP
3300027708_assembled_Ga0209188_1000973_21,-,MCP_4,-,5.3e-28,95,all,3300027708_assembled_Ga0209188_1000973,MCP
3300023174_assembled_Ga0214921_10004023_19,-,MCP_4,-,8.7e-27,91,all,3300023174_assembled_Ga0214921_10004023,MCP
3300029911_assembled_Ga0311361_10011007_2,-,MCP_4,-,1.6e-26,90.1,all,3300029911_assembled_Ga0311361_10011007,MCP
3300009151_assembled_Ga0114962_10000818_11,-,MCP_4,-,1.6e-26,90,all,3300009151_assembled_Ga0114962_10000818,MCP
3300010885_assembled_Ga0133913_10007194_15,-,MCP_4,-,2.3e-26,89.6,all,3300010885_assembled_Ga0133913_10007194,MCP
3300009068_assembled_Ga0114973_10000749_13,-,MCP_4,-,4.6e-26,88.6,all,3300009068_assembled_Ga0114973_10000749,MCP
3300009068_assembled_Ga0114973_10000639_13,-,MCP_4,-,7.7e-26,87.8,all,3300009068_assembled_Ga0114973_10000639,MCP
3300027777_assembled_Ga0209829_10000789_16,-,MCP_4,-,1.1e-25,87.3,all,3300027777_assembled_Ga0209829_10000789,MCP
3300007541_assembled_Ga0099848_1000221_17,-,MCP_4,-,1.6e-25,86.8,all,3300007541_assembled_Ga0099848_1000221,MCP
3300014204_assembled_Ga0172381_10002270_24,-,MCP_4,-,2.3e-25,86.3,all,3300014204_assembled_Ga0172381_10002270,MCP
3300010158_assembled_Ga0114960_10000772_23,-,MCP_4,-,2.7e-25,86,all,3300010158_assembled_Ga0114960_10000772,MCP
3300010885_assembled_Ga0133913_10009566_22,-,MCP_4,-,3.5e-25,85.6,all,3300010885_assembled_Ga0133913_10009566,MCP
3300010885_assembled_Ga0133913_10010443_8,-,MCP_4,-,6.7e-25,84.7,all,3300010885_assembled_Ga0133913_10010443,MCP
3300032770_assembled_Ga0335085_10008907_19,-,MCP_4,-,8e-25,84.5,all,3300032770_assembled_Ga0335085_10008907,MCP
3300006916_assembled_Ga0070750_10000267_4,-,MCP_4,-,9.7e-25,84.2,all,3300006916_assembled_Ga0070750_10000267,MCP
3300009181_assembled_Ga0114969_10001288_4,-,MCP_4,-,1.1e-24,84,all,3300009181_assembled_Ga0114969_10001288,MCP
3300005747_assembled_Ga0076924_1015279_11,-,MCP_4,-,1.7e-24,83.4,all,3300005747_assembled_Ga0076924_1015279,MCP
3300010885_assembled_Ga0133913_10009934_10,-,MCP_4,-,2.5e-24,82.9,all,3300010885_assembled_Ga0133913_10009934,MCP
3300007735_assembled_Ga0104988_10753_21,-,MCP_4,-,3.8e-24,82.3,all,3300007735_assembled_Ga0104988_10753,MCP
3300028413_assembled_Ga0306870_1000093_9,-,MCP_4,-,4.4e-24,82,all,3300028413_assembled_Ga0306870_1000093,MCP
3300010334_assembled_Ga0136644_10000572_31,-,MCP_4,-,6.2e-24,81.5,all,3300010334_assembled_Ga0136644_10000572,MCP
3300035696_assembled_Ga0374055_0049619_20,-,MCP_4,-,6.7e-24,81.4,all,3300035696_assembled_Ga0374055_0049619,MCP
3300009183_assembled_Ga0114974_10001000_14,-,MCP_4,-,6.9e-24,81.4,all,3300009183_assembled_Ga0114974_10001000,MCP
3300027769_assembled_Ga0209770_10000312_15,-,MCP_4,-,1.2e-23,80.6,all,3300027769_assembled_Ga0209770_10000312,MCP
3300002835_assembled_B570J40625_100004419_14,-,MCP_4,-,1.2e-23,80.6,all,3300002835_assembled_B570J40625_100004419,MCP
3300009548_assembled_Ga0116107_1001113_14,-,MCP_4,-,2.7e-23,79.4,all,3300009548_assembled_Ga0116107_1001113,MCP
3300009183_assembled_Ga0114974_10000518_25,-,MCP_4,-,2.7e-23,79.4,all,3300009183_assembled_Ga0114974_10000518,MCP
3300018022_assembled_Ga0187864_10002390_17,-,MCP_4,-,3.8e-23,79,all,3300018022_assembled_Ga0187864_10002390,MCP
3300007540_assembled_Ga0099847_1000087_17,-,MCP_4,-,3.8e-23,78.9,all,3300007540_assembled_Ga0099847_1000087,MCP
3300009151_assembled_Ga0114962_10001691_9,-,MCP_4,-,3.9e-23,78.9,all,3300009151_assembled_Ga0114962_10001691,MCP
3300010885_assembled_Ga0133913_10008424_3,-,MCP_4,-,4.9e-23,78.6,all,3300010885_assembled_Ga0133913_10008424,MCP
3300027973_assembled_Ga0209298_10000424_9,-,MCP_4,-,5.8e-23,78.3,all,3300027973_assembled_Ga0209298_10000424,MCP
3300025736_assembled_Ga0207997_1001135_10,-,MCP_4,-,5.8e-23,78.3,all,3300025736_assembled_Ga0207997_1001135,MCP
3300010354_assembled_Ga0129333_10000799_16,-,MCP_4,-,5.8e-23,78.3,all,3300010354_assembled_Ga0129333_10000799,MCP
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_13,-,MCP_4,-,8.3e-23,77.8,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,MCP
3300025487_assembled_Ga0208105_1000377_1,-,MCP_4,-,1.1e-22,77.4,all,3300025487_assembled_Ga0208105_1000377,MCP
3300009181_assembled_Ga0114969_10000735_6,-,MCP_4,-,1.3e-22,77.2,all,3300009181_assembled_Ga0114969_10000735,MCP
3300010885_assembled_Ga0133913_10012256_4,-,MCP_4,-,1.4e-22,77,all,3300010885_assembled_Ga0133913_10012256,MCP
3300005831_assembled_Ga0074471_10193221_21,-,MCP_4,-,2.2e-22,76.4,all,3300005831_assembled_Ga0074471_10193221,MCP
3300013094_assembled_Ga0164297_10001420_17,-,MCP_4,-,1.1e-21,74.1,all,3300013094_assembled_Ga0164297_10001420,MCP
3300002835_assembled_B570J40625_100005612_17,-,MCP_4,-,1.3e-21,73.9,all,3300002835_assembled_B570J40625_100005612,MCP
3300010885_assembled_Ga0133913_10008183_1,-,MCP_4,-,2.3e-21,73.1,all,3300010885_assembled_Ga0133913_10008183,MCP
3300021168_assembled_Ga0210406_10003258_8,-,MCP_4,-,2.4e-21,73,all,3300021168_assembled_Ga0210406_10003258,MCP
3300010885_assembled_Ga0133913_10011015_6,-,MCP_4,-,3.9e-21,72.3,all,3300010885_assembled_Ga0133913_10011015,MCP
3300009085_assembled_Ga0105103_10000772_2,-,MCP_4,-,1.3e-20,70.5,all,3300009085_assembled_Ga0105103_10000772,MCP
3300010885_assembled_Ga0133913_10012712_4,-,MCP_4,-,2.3e-20,69.8,all,3300010885_assembled_Ga0133913_10012712,MCP
3300014492_assembled_Ga0182013_10004328_13,-,MCP_4,-,3.2e-20,69.3,all,3300014492_assembled_Ga0182013_10004328,MCP
3300010885_assembled_Ga0133913_10013167_20,-,MCP_4,-,3.5e-20,69.2,all,3300010885_assembled_Ga0133913_10013167,MCP
3300017971_assembled_Ga0180438_10002894_8,-,MCP_4,-,3.6e-20,69.1,all,3300017971_assembled_Ga0180438_10002894,MCP
3300009154_assembled_Ga0114963_10000587_15,-,MCP_4,-,4.6e-20,68.8,all,3300009154_assembled_Ga0114963_10000587,MCP
3300010885_assembled_Ga0133913_10017077_19,-,MCP_4,-,5.5e-20,68.5,all,3300010885_assembled_Ga0133913_10017077,MCP
3300006109_assembled_Ga0007870_1000162_16,-,MCP_4,-,9.9e-20,67.7,all,3300006109_assembled_Ga0007870_1000162,MCP
3300025401_assembled_Ga0207955_1000104_9,-,MCP_4,-,1.5e-19,67.1,all,3300025401_assembled_Ga0207955_1000104,MCP
3300009163_assembled_Ga0114970_10000439_25,-,MCP_4,-,2.2e-19,66.5,all,3300009163_assembled_Ga0114970_10000439,MCP
KC556925.1_13,-,MCP_4,-,2.5e-19,66.3,all,KC556925.1,MCP
3300010885_assembled_Ga0133913_10027335_6,-,MCP_4,-,3.3e-19,65.9,all,3300010885_assembled_Ga0133913_10027335,MCP
3300024254_assembled_Ga0247661_1000063_8,-,MCP_4,-,3.3e-19,65.9,all,3300024254_assembled_Ga0247661_1000063,MCP
3300032893_assembled_Ga0335069_10005211_21,-,MCP_4,-,8.5e-19,64.6,all,3300032893_assembled_Ga0335069_10005211,MCP
3300021438_assembled_Ga0213920_1000796_16,-,MCP_4,-,1.4e-18,63.9,all,3300021438_assembled_Ga0213920_1000796,MCP
3300009184_assembled_Ga0114976_10000413_2,-,MCP_4,-,8.1e-18,61.3,all,3300009184_assembled_Ga0114976_10000413,MCP
3300027763_assembled_Ga0209088_10000481_6,-,MCP_4,-,2.8e-17,59.6,all,3300027763_assembled_Ga0209088_10000481,MCP
3300025838_assembled_Ga0208872_1000426_5,-,MCP_4,-,6.5e-17,58.4,all,3300025838_assembled_Ga0208872_1000426,MCP
3300009684_assembled_Ga0114958_10000782_25,-,MCP_4,-,1.3e-16,57.4,all,3300009684_assembled_Ga0114958_10000782,MCP
3300002092_assembled_JGI24218J26658_1000290_33,-,MCP_4,-,3.4e-16,56,all,3300002092_assembled_JGI24218J26658_1000290,MCP
3300007734_assembled_Ga0104986_1721_23,-,MCP_4,-,8.2e-16,54.7,all,3300007734_assembled_Ga0104986_1721,MCP
3300009151_assembled_Ga0114962_10000842_12,-,MCP_4,-,1.3e-15,54,all,3300009151_assembled_Ga0114962_10000842,MCP
3300009111_assembled_Ga0115026_10000109_6,-,MCP_4,-,1.9e-15,53.5,all,3300009111_assembled_Ga0115026_10000109,MCP
3300006114_assembled_Ga0007815_1000154_12,-,MCP_4,-,6.3e-15,51.8,all,3300006114_assembled_Ga0007815_1000154,MCP
3300032665_assembled_Ga0316221_1001987_1,-,MCP_4,-,1.2e-14,50.9,all,3300032665_assembled_Ga0316221_1001987,MCP
3300009500_assembled_Ga0116229_10007006_18,-,MCP_5,-,1.1e-56,189.4,all,3300009500_assembled_Ga0116229_10007006,MCP
3300027793_assembled_Ga0209972_10000880_22,-,MCP_5,-,1.1e-51,172.9,all,3300027793_assembled_Ga0209972_10000880,MCP
3300032770_assembled_Ga0335085_10008907_19,-,MCP_5,-,4e-50,167.7,all,3300032770_assembled_Ga0335085_10008907,MCP
3300017963_assembled_Ga0180437_10003822_12,-,MCP_5,-,6.3e-50,167.1,all,3300017963_assembled_Ga0180437_10003822,MCP
3300025736_assembled_Ga0207997_1001135_10,-,MCP_5,-,2.4e-48,161.9,all,3300025736_assembled_Ga0207997_1001135,MCP
3300009151_assembled_Ga0114962_10001691_9,-,MCP_5,-,4.1e-47,157.8,all,3300009151_assembled_Ga0114962_10001691,MCP
3300010885_assembled_Ga0133913_10010443_8,-,MCP_5,-,4.2e-47,157.8,all,3300010885_assembled_Ga0133913_10010443,MCP
3300009151_assembled_Ga0114962_10000818_11,-,MCP_5,-,5.8e-47,157.3,all,3300009151_assembled_Ga0114962_10000818,MCP
3300009180_assembled_Ga0114979_10000767_5,-,MCP_5,-,6e-47,157.3,all,3300009180_assembled_Ga0114979_10000767,MCP
KJ854379.1_18,-,MCP_5,-,1.1e-46,156.4,all,KJ854379.1,MCP
3300027769_assembled_Ga0209770_10000312_16,-,MCP_5,-,1.6e-46,155.8,all,3300027769_assembled_Ga0209770_10000312,MCP
3300010885_assembled_Ga0133913_10009135_7,-,MCP_5,-,1.8e-46,155.7,all,3300010885_assembled_Ga0133913_10009135,MCP
JN603370.1_20,-,MCP_5,-,1.9e-46,155.6,all,JN603370.1,MCP
3300014492_assembled_Ga0182013_10004328_13,-,MCP_5,-,2.1e-45,152.2,all,3300014492_assembled_Ga0182013_10004328,MCP
3300009068_assembled_Ga0114973_10000749_13,-,MCP_5,-,3.8e-45,151.3,all,3300009068_assembled_Ga0114973_10000749,MCP
3300017971_assembled_Ga0180438_10003911_13,-,MCP_5,-,3.9e-45,151.3,all,3300017971_assembled_Ga0180438_10003911,MCP
3300019487_assembled_Ga0187893_10009394_18,-,MCP_5,-,8.3e-45,150.2,all,3300019487_assembled_Ga0187893_10009394,MCP
3300009068_assembled_Ga0114973_10000639_13,-,MCP_5,-,8.5e-45,150.2,all,3300009068_assembled_Ga0114973_10000639,MCP
MG807318.2_12,-,MCP_5,-,1.7e-44,149.2,all,MG807318.2,MCP
3300009181_assembled_Ga0114969_10001288_4,-,MCP_5,-,1.6e-43,145.9,all,3300009181_assembled_Ga0114969_10001288,MCP
3300009091_assembled_Ga0102851_10000522_2,-,MCP_5,-,2.3e-43,145.5,all,3300009091_assembled_Ga0102851_10000522,MCP
3300010158_assembled_Ga0114960_10000772_23,-,MCP_5,-,3.5e-43,144.8,all,3300010158_assembled_Ga0114960_10000772,MCP
3300010885_assembled_Ga0133913_10015411_6,-,MCP_5,-,4.8e-43,144.4,all,3300010885_assembled_Ga0133913_10015411,MCP
3300009154_assembled_Ga0114963_10000587_15,-,MCP_5,-,5.2e-43,144.2,all,3300009154_assembled_Ga0114963_10000587,MCP
3300010885_assembled_Ga0133913_10009566_22,-,MCP_5,-,5.9e-43,144.1,all,3300010885_assembled_Ga0133913_10009566,MCP
