Genome Abbreviated ID,Genome full ID,Source dataset,Dataset type,Dataset ID,Genome topology,Genome length,ANI clustering status,ANI cluster,Predicted completeness,List of virophage marker genes,gwAAI group,MCP tree group,Blast-based affiliation,Dataset publication doi (or other comparable reference),Proposal doi (for JGI datasets)
IMG_VR_0611,IMGVR_UViG_3300009184_001538|3300009184|Ga0114976_10000640,IMG_VR v3,Metagenome,3300009184,Linear,21857,Seed,IMG_VR_0611,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0612,IMGVR_UViG_3300009184_001539|3300009184|Ga0114976_10000833,IMG_VR v3,Metagenome,3300009184,Linear,19499,Clustered,IMG_VR_0564,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0613,IMGVR_UViG_3300009184_001540|3300009184|Ga0114976_10001069,IMG_VR v3,Metagenome,3300009184,Linear,17037,Seed,IMG_VR_0613,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0614,IMGVR_UViG_3300009184_001541|3300009184|Ga0114976_10001254,IMG_VR v3,Metagenome,3300009184,Linear,15782,Clustered,IMG_VR_0769,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0615,IMGVR_UViG_3300009184_001542|3300009184|Ga0114976_10001516,IMG_VR v3,Metagenome,3300009184,Linear,14596,Seed,IMG_VR_0615,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0616,IMGVR_UViG_3300009184_001544|3300009184|Ga0114976_10001631,IMG_VR v3,Metagenome,3300009184,Linear,14070,Seed,IMG_VR_0616,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0617,IMGVR_UViG_3300009184_001545|3300009184|Ga0114976_10001781,IMG_VR v3,Metagenome,3300009184,Linear,13495,Seed,IMG_VR_0617,Partial,ATPase MCP Penton,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0618,IMGVR_UViG_3300009184_001546|3300009184|Ga0114976_10002007,IMG_VR v3,Metagenome,3300009184,Linear,12796,Seed,IMG_VR_0618,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0619,IMGVR_UViG_3300009184_001548|3300009184|Ga0114976_10002882,IMG_VR v3,Metagenome,3300009184,Linear,10764,Clustered,IMG_VR_1136,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0620,IMGVR_UViG_3300009184_001549|3300009184|Ga0114976_10002883,IMG_VR v3,Metagenome,3300009184,Linear,10764,Clustered,IMG_VR_0527,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0621,IMGVR_UViG_3300009184_001551|3300009184|Ga0114976_10004397,IMG_VR v3,Metagenome,3300009184,Linear,8774,Clustered,IMG_VR_0529,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0622,IMGVR_UViG_3300009184_001552|3300009184|Ga0114976_10005891,IMG_VR v3,Metagenome,3300009184,Linear,7647,Clustered,IMG_VR_0566,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0623,IMGVR_UViG_3300009184_001553|3300009184|Ga0114976_10005916,IMG_VR v3,Metagenome,3300009184,Linear,7629,Clustered,IMG_VR_0851,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0624,IMGVR_UViG_3300009184_001555|3300009184|Ga0114976_10006815,IMG_VR v3,Metagenome,3300009184,Linear,7092,Clustered,IMG_VR_0884,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0625,IMGVR_UViG_3300009184_001557|3300009184|Ga0114976_10007442,IMG_VR v3,Metagenome,3300009184,Linear,6809,Seed,IMG_VR_0625,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0626,IMGVR_UViG_3300009185_000574|3300009185|Ga0114971_10000316,IMG_VR v3,Metagenome,3300009185,DTR,30914,Clustered,IMG_VR_0548,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1111/1462-2920.14283,10.46936/10.25585/60000587
IMG_VR_0627,IMGVR_UViG_3300009185_000575|3300009185|Ga0114971_10000496,IMG_VR v3,Metagenome,3300009185,DTR,25292,Clustered,IMG_VR_0792,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1111/1462-2920.14283,10.46936/10.25585/60000587
IMG_VR_0628,IMGVR_UViG_3300009185_000576|3300009185|Ga0114971_10000727,IMG_VR v3,Metagenome,3300009185,DTR,22095,Clustered,IMG_VR_0810,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1111/1462-2920.14283,10.46936/10.25585/60000587
IMG_VR_0629,IMGVR_UViG_3300009187_000375|3300009187|Ga0114972_10000447,IMG_VR v3,Metagenome,3300009187,Linear,30681,Clustered,IMG_VR_0548,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1111/1462-2920.14283,10.46936/10.25585/60000587
IMG_VR_0630,IMGVR_UViG_3300009187_000376|3300009187|Ga0114972_10004300,IMG_VR v3,Metagenome,3300009187,Linear,10605,Clustered,IMG_VR_0444,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1111/1462-2920.14283,10.46936/10.25585/60000587
IMG_VR_0631,IMGVR_UViG_3300009372_000752|3300009372|Ga0118718_1017156,IMG_VR v3,Metagenome,3300009372,Linear,8926,Clustered,IMG_VR_0437,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,
IMG_VR_0632,IMGVR_UViG_3300009413_000727|3300009413|Ga0114902_1000298,IMG_VR v3,Metagenome,3300009413,Linear,30397,Clustered,PE_179,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000616
IMG_VR_0633,IMGVR_UViG_3300009418_001139|3300009418|Ga0114908_1000844,IMG_VR v3,Metagenome,3300009418,Linear,16315,Clustered,PE_179,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000616
IMG_VR_0634,IMGVR_UViG_3300009419_000644|3300009419|Ga0114982_1000775,IMG_VR v3,Metagenome,3300009419,Linear,16731,Seed,IMG_VR_0634,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Gulliviroviridae,10.1038/s41564-018-0312-6 10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001053
IMG_VR_0635,IMGVR_UViG_3300009419_000645|3300009419|Ga0114982_1001210,IMG_VR v3,Metagenome,3300009419,Linear,12941,Clustered,IMG_VR_1257,NA,NA,NA,NA,NA,10.1038/s41564-018-0312-6 10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001053
IMG_VR_0636,IMGVR_UViG_3300009441_000411|3300009441|Ga0115007_10008686,IMG_VR v3,Metagenome,3300009441,Linear,6064,Seed,IMG_VR_0636,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-022-01254-7,10.46936/10.25585/60000951
IMG_VR_0637,IMGVR_UViG_3300009500_000079|3300009500|Ga0116229_10007006,IMG_VR v3,Metagenome,3300009500,DTR,17860,Seed,IMG_VR_0637,Complete,ATPase MCP Penton PRO,Group 002,Sputnik virophages,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000684
IMG_VR_0638,IMGVR_UViG_3300009505_000570|3300009505|Ga0115564_10005294,IMG_VR v3,Metagenome,3300009505,Linear,10295,Seed,IMG_VR_0638,Partial,ATPase MCP PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1038/s41396-019-0476-y 10.1093/nar/gkaa946,10.46936/10.25585/60000792
IMG_VR_0639,IMGVR_UViG_3300009510_000040|3300009510|Ga0116230_10011928,IMG_VR v3,Metagenome,3300009510,Linear,8560,Seed,IMG_VR_0639,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1128/mbio.03714-21,10.46936/10.25585/60000684
IMG_VR_0640,IMGVR_UViG_3300009518_000047|3300009518|Ga0116128_1002051,IMG_VR v3,Metagenome,3300009518,Linear,8566,Clustered,IMG_VR_0652,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60001027
IMG_VR_0642,IMGVR_UViG_3300009547_000009|3300009547|Ga0116136_1000934,IMG_VR v3,Metagenome,3300009547,Linear,15749,Seed,IMG_VR_0642,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0643,IMGVR_UViG_3300009548_000071|3300009548|Ga0116107_1001113,IMG_VR v3,Metagenome,3300009548,DTR,17026,Seed,IMG_VR_0643,Complete,ATPase MCP Penton PRO,Group 002,Sputnik virophages,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0644,IMGVR_UViG_3300009548_000072|3300009548|Ga0116107_1001592,IMG_VR v3,Metagenome,3300009548,Linear,13152,Seed,IMG_VR_0644,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0645,IMGVR_UViG_3300009548_000073|3300009548|Ga0116107_1003526,IMG_VR v3,Metagenome,3300009548,Linear,7698,Seed,IMG_VR_0645,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0646,IMGVR_UViG_3300009548_000075|3300009548|Ga0116107_1005684,IMG_VR v3,Metagenome,3300009548,Linear,5751,Seed,IMG_VR_0646,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0648,IMGVR_UViG_3300009602_000687|3300009602|Ga0114900_1001928,IMG_VR v3,Metagenome,3300009602,Linear,12050,Clustered,PE_179,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000616
IMG_VR_0649,IMGVR_UViG_3300009603_000582|3300009603|Ga0114911_1002561,IMG_VR v3,Metagenome,3300009603,Linear,8268,Clustered,PE_179,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000616
IMG_VR_0650,IMGVR_UViG_3300009604_000898|3300009604|Ga0114901_1000567,IMG_VR v3,Metagenome,3300009604,Linear,24551,Clustered,PE_179,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000616
IMG_VR_0651,IMGVR_UViG_3300009605_001500|3300009605|Ga0114906_1000275,IMG_VR v3,Metagenome,3300009605,Linear,30250,Clustered,PE_179,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000616
IMG_VR_0652,IMGVR_UViG_3300009618_000093|3300009618|Ga0116127_1001084,IMG_VR v3,Metagenome,3300009618,Linear,18358,Seed,IMG_VR_0652,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0653,IMGVR_UViG_3300009618_000094|3300009618|Ga0116127_1001311,IMG_VR v3,Metagenome,3300009618,Linear,15511,Seed,IMG_VR_0653,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0654,IMGVR_UViG_3300009618_000095|3300009618|Ga0116127_1001795,IMG_VR v3,Metagenome,3300009618,Linear,11857,Clustered,IMG_VR_1066,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0655,IMGVR_UViG_3300009618_000096|3300009618|Ga0116127_1002011,IMG_VR v3,Metagenome,3300009618,Linear,10736,Clustered,IMG_VR_0672,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0656,IMGVR_UViG_3300009618_000097|3300009618|Ga0116127_1002624,IMG_VR v3,Metagenome,3300009618,Linear,8869,Seed,IMG_VR_0656,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0657,IMGVR_UViG_3300009618_000098|3300009618|Ga0116127_1004878,IMG_VR v3,Metagenome,3300009618,Linear,5693,Seed,IMG_VR_0657,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0658,IMGVR_UViG_3300009618_000099|3300009618|Ga0116127_1005709,IMG_VR v3,Metagenome,3300009618,Linear,5075,Clustered,IMG_VR_0646,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0659,IMGVR_UViG_3300009684_000859|3300009684|Ga0114958_10000782,IMG_VR v3,Metagenome,3300009684,ITR,26570,Seed,IMG_VR_0659,Complete,ATPase MCP Penton PRO,Group 003,Aquatic virophages 2,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0660,IMGVR_UViG_3300009684_000860|3300009684|Ga0114958_10002157,IMG_VR v3,Metagenome,3300009684,Linear,14924,Seed,IMG_VR_0660,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0661,IMGVR_UViG_3300009684_000861|3300009684|Ga0114958_10002576,IMG_VR v3,Metagenome,3300009684,Linear,13464,Clustered,IMG_VR_0842,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0662,IMGVR_UViG_3300009684_000864|3300009684|Ga0114958_10006348,IMG_VR v3,Metagenome,3300009684,Linear,7845,Clustered,IMG_VR_0904,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0663,IMGVR_UViG_3300009684_000865|3300009684|Ga0114958_10008062,IMG_VR v3,Metagenome,3300009684,Linear,6808,Clustered,IMG_VR_0723,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0664,IMGVR_UViG_3300009685_000253|3300009685|Ga0116142_10008013,IMG_VR v3,Metagenome,3300009685,Linear,8648,Clustered,IMG_VR_0667,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000776
IMG_VR_0665,IMGVR_UViG_3300009687_000263|3300009687|Ga0116144_10008655,IMG_VR v3,Metagenome,3300009687,Linear,8351,Clustered,IMG_VR_0667,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000776
IMG_VR_0666,IMGVR_UViG_3300009688_000151|3300009688|Ga0116176_10011669,IMG_VR v3,Metagenome,3300009688,Linear,5780,Clustered,IMG_VR_0674,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000776
IMG_VR_0667,IMGVR_UViG_3300009690_000304|3300009690|Ga0116143_10003940,IMG_VR v3,Metagenome,3300009690,Linear,14537,Seed,IMG_VR_0667,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000776
IMG_VR_0668,IMGVR_UViG_3300009696_000164|3300009696|Ga0116177_10015053,IMG_VR v3,Metagenome,3300009696,Linear,5261,Clustered,IMG_VR_0674,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000776
IMG_VR_0669,IMGVR_UViG_3300009697_000059|3300009697|Ga0116231_10017657,IMG_VR v3,Metagenome,3300009697,Linear,8491,Seed,IMG_VR_0669,Partial,ATPase MCP Penton,NA,NA,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1093/nar/gkaa946 10.1128/mbio.03714-21,10.46936/10.25585/60000684
IMG_VR_0670,IMGVR_UViG_3300009711_000169|3300009711|Ga0116166_1004262,IMG_VR v3,Metagenome,3300009711,Linear,10583,Seed,IMG_VR_0670,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000776
IMG_VR_0671,IMGVR_UViG_3300009712_000155|3300009712|Ga0116165_1005595,IMG_VR v3,Metagenome,3300009712,Linear,7531,Clustered,IMG_VR_0670,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000776
IMG_VR_0672,IMGVR_UViG_3300009760_000045|3300009760|Ga0116131_1001150,IMG_VR v3,Metagenome,3300009760,Linear,16771,Seed,IMG_VR_0672,Near-complete,ATPase MCP Penton PRO,Group 002,Sputnik virophages,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0673,IMGVR_UViG_3300009760_000046|3300009760|Ga0116131_1001596,IMG_VR v3,Metagenome,3300009760,Linear,13119,Clustered,IMG_VR_0653,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
IMG_VR_0674,IMGVR_UViG_3300009781_000125|3300009781|Ga0116178_10003357,IMG_VR v3,Metagenome,3300009781,Linear,12195,Seed,IMG_VR_0674,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000776
IMG_VR_0675,IMGVR_UViG_3300009784_000110|3300009784|Ga0123357_10042330,IMG_VR v3,Metagenome,3300009784,Linear,6194,Seed,IMG_VR_0675,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1111/mec.15322,10.46936/10.25585/60000866
IMG_VR_0676,IMGVR_UViG_3300010157_001360|3300010157|Ga0114964_10000265|7050-40371,IMG_VR v3,Metagenome,3300010157,Integrated,33322,Clustered,IMG_VR_0457,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0677,IMGVR_UViG_3300010157_001361|3300010157|Ga0114964_10000489,IMG_VR v3,Metagenome,3300010157,Linear,30489,Clustered,IMG_VR_1276,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0678,IMGVR_UViG_3300010157_001362|3300010157|Ga0114964_10000508,IMG_VR v3,Metagenome,3300010157,Linear,29990,Clustered,IMG_VR_1361,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0679,IMGVR_UViG_3300010157_001363|3300010157|Ga0114964_10000599,IMG_VR v3,Metagenome,3300010157,Linear,28008,Seed,IMG_VR_0679,Near-complete,ATPase MCP Penton PRO,Group 005,Large virophages,Maveriviricetes;Priklausovirales;Gulliviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0680,IMGVR_UViG_3300010157_001364|3300010157|Ga0114964_10000624,IMG_VR v3,Metagenome,3300010157,Linear,27184,Seed,IMG_VR_0680,Near-complete,ATPase MCP Penton PRO,Group 003,Aquatic virophages 2,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0681,IMGVR_UViG_3300010157_001365|3300010157|Ga0114964_10000625,IMG_VR v3,Metagenome,3300010157,DTR,27029,Clustered,IMG_VR_0462,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0682,IMGVR_UViG_3300010157_001366|3300010157|Ga0114964_10000643,IMG_VR v3,Metagenome,3300010157,DTR,26553,Clustered,IMG_VR_0464,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0683,IMGVR_UViG_3300010157_001367|3300010157|Ga0114964_10000649,IMG_VR v3,Metagenome,3300010157,Linear,26603,Clustered,IMG_VR_0765,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0684,IMGVR_UViG_3300010157_001368|3300010157|Ga0114964_10000880,IMG_VR v3,Metagenome,3300010157,DTR,22316,Seed,IMG_VR_0684,Complete,ATPase MCP PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0685,IMGVR_UViG_3300010157_001369|3300010157|Ga0114964_10000881,IMG_VR v3,Metagenome,3300010157,Linear,22399,Seed,IMG_VR_0685,Partial,ATPase MCP Penton,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0686,IMGVR_UViG_3300010157_001370|3300010157|Ga0114964_10000928,IMG_VR v3,Metagenome,3300010157,Linear,21707,Clustered,IMG_VR_0502,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0687,IMGVR_UViG_3300010157_001371|3300010157|Ga0114964_10001184,IMG_VR v3,Metagenome,3300010157,Linear,19236,Clustered,IMG_VR_0822,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0688,IMGVR_UViG_3300010157_001372|3300010157|Ga0114964_10001356,IMG_VR v3,Metagenome,3300010157,Linear,17871,Seed,IMG_VR_0688,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0689,IMGVR_UViG_3300010157_001373|3300010157|Ga0114964_10001382,IMG_VR v3,Metagenome,3300010157,Linear,17717,Seed,IMG_VR_0689,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0690,IMGVR_UViG_3300010157_001374|3300010157|Ga0114964_10001616,IMG_VR v3,Metagenome,3300010157,Linear,16333,Clustered,IMG_VR_1365,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0691,IMGVR_UViG_3300010157_001375|3300010157|Ga0114964_10001848,IMG_VR v3,Metagenome,3300010157,Linear,15323,Clustered,IMG_VR_0841,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0692,IMGVR_UViG_3300010157_001376|3300010157|Ga0114964_10002347,IMG_VR v3,Metagenome,3300010157,Linear,13207,Seed,IMG_VR_0692,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0693,IMGVR_UViG_3300010157_001377|3300010157|Ga0114964_10002594,IMG_VR v3,Metagenome,3300010157,Linear,12551,Clustered,IMG_VR_1277,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0694,IMGVR_UViG_3300010157_001379|3300010157|Ga0114964_10002903,IMG_VR v3,Metagenome,3300010157,Linear,11800,Seed,IMG_VR_0694,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0695,IMGVR_UViG_3300010157_001380|3300010157|Ga0114964_10002917,IMG_VR v3,Metagenome,3300010157,Linear,11763,Clustered,IMG_VR_0461,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0696,IMGVR_UViG_3300010157_001381|3300010157|Ga0114964_10003108,IMG_VR v3,Metagenome,3300010157,Linear,11325,Seed,IMG_VR_0696,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0697,IMGVR_UViG_3300010157_001382|3300010157|Ga0114964_10003708,IMG_VR v3,Metagenome,3300010157,Linear,10241,Seed,IMG_VR_0697,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0698,IMGVR_UViG_3300010157_001383|3300010157|Ga0114964_10003883,IMG_VR v3,Metagenome,3300010157,Linear,9921,Seed,IMG_VR_0698,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0699,IMGVR_UViG_3300010157_001384|3300010157|Ga0114964_10004008,IMG_VR v3,Metagenome,3300010157,Linear,9757,Clustered,IMG_VR_0659,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0700,IMGVR_UViG_3300010157_001385|3300010157|Ga0114964_10004463,IMG_VR v3,Metagenome,3300010157,Linear,9198,Clustered,IMG_VR_0468,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
